"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"IP","BP","GO:0035023","regulation of Rho protein signal transduction","8/425","114/13697",0.0254989757859458,0.21269145684983,0.188834520371462,"Arhgef17/Mcf2l/Adra1a/Trio/Kalrn/Robo1/Itsn1/Arhgef6",8
"IP","CC","GO:0043296","apical junction complex","8/425","116/13939",0.0255195718883989,0.0806970246200721,0.054814443174228,"Ash1l/Mpdz/Adcyap1r1/Tjp1/Rpgrip1l/Ank3/Apc/Amot",8
"IP","BP","GO:0051937","catecholamine transport","6/425","73/13697",0.0255790008099447,0.212858117068671,0.188982486834037,"Syt2/Kcna2/Rab3b/Oxtr/Cadps/Abat",6
"IP","BP","GO:0006873","cellular ion homeostasis","23/425","479/13697",0.0256532999527574,0.21297645979514,0.189087555426463,"Atp1b1/Sv2a/Ank2/Calb1/Slc24a2/Kcnk3/Nos1/Tac1/Adcyap1r1/Oxtr/Atp1a3/Grin2d/Cemip/Cacna1a/Ubash3b/Myo5a/Grm1/Akap6/Adra1a/Pvalb/Slc4a8/Got1/Dmd",23
"Input","BP","GO:0051187","cofactor catabolic process","4/397","39/13697",0.0257195285680652,0.142956171019332,0.114369611322741,"Prdx6/Prdx1/Snca/Aldh1l1",4
"Input","BP","GO:0072001","renal system development","13/397","244/13697",0.0258055032378461,0.143227958344539,0.114587050070048,"Pbx1/Bdnf/Nfia/Wnt4/Pdgfra/Mmp17/Smad3/Sox9/Id2/Basp1/Sox8/Egr1/Fgf1",13
"IP","BP","GO:0000910","cytokinesis","9/425","136/13697",0.0258445019930739,0.213283767251524,0.189360393165186,"Usp8/Setd2/Ank3/Sptbn1/Myh10/Myh9/Son/Birc6/Apc",9
"IP","MF","GO:0005179","hormone activity","5/424","54/13615",0.0259377001707527,0.161086769481517,0.136514211425014,"Copa/Fndc5/Vgf/Npy/Sst",5
"IP","MF","GO:0005230","extracellular ligand-gated ion channel activity","5/424","54/13615",0.0259377001707527,0.161086769481517,0.136514211425014,"Grik3/Grin2d/Gria4/Gria1/Grik1",5
"Input","BP","GO:0060191","regulation of lipase activity","5/397","58/13697",0.0260410160813076,0.144120981550274,0.115301497835499,"Lpar1/Hpca/Fgfr3/Pdgfra/Snca",5
"Input","BP","GO:0060999","positive regulation of dendritic spine development","5/397","58/13697",0.0260410160813076,0.144120981550274,0.115301497835499,"Itpka/Nlgn1/Lpar1/Apoe/Palm",5
"IP","BP","GO:0007263","nitric oxide mediated signal transduction","3/425","21/13697",0.0260513035881269,0.213283767251524,0.189360393165186,"Pde5a/Nos1/Kcnc2",3
"IP","BP","GO:0008045","motor neuron axon guidance","3/425","21/13697",0.0260513035881269,0.213283767251524,0.189360393165186,"Slit2/Plxna4/Mycbp2",3
"IP","BP","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","3/425","21/13697",0.0260513035881269,0.213283767251524,0.189360393165186,"Cplx1/Grip2/Grip1",3
"IP","BP","GO:1903540","establishment of protein localization to postsynaptic membrane","3/425","21/13697",0.0260513035881269,0.213283767251524,0.189360393165186,"Cplx1/Grip2/Grip1",3
"IP","BP","GO:2000310","regulation of NMDA receptor activity","3/425","21/13697",0.0260513035881269,0.213283767251524,0.189360393165186,"Reln/Ppargc1a/Crhbp",3
"IP","BP","GO:0048738","cardiac muscle tissue development","12/425","205/13697",0.0263705215817672,0.215399767298075,0.191239048094795,"Erbb4/Speg/Sox6/Sorbs2/AW551984/Mybpc1/Myh10/Akap6/Actn2/Adra1a/Apc/Rbp4",12
"IP","MF","GO:0035257","nuclear hormone receptor binding","9/424","136/13615",0.0263735602332321,0.162087505600072,0.137362292881417,"Trip12/Ncoa3/Ppargc1a/Ncor2/Flt3/Actn4/Grm1/Grip1/Ncor1",9
"Input","CC","GO:0044304","main axon","6/397","80/13939",0.0263999238445319,0.0852058233890653,0.0562541429772697,"Adora1/Ermn/Scn2a/Slc1a2/Cck/Mbp",6
"IP","BP","GO:0008064","regulation of actin polymerization or depolymerization","10/425","159/13697",0.0265355753310385,0.215753703092962,0.191553284016912,"Sptan1/Gsn/Slit2/Ppp1r9a/Sptbn1/Ssh2/Sptb/Actn2/Dbn1/Rictor",10
"IP","BP","GO:1902275","regulation of chromatin organization","10/425","159/13697",0.0265355753310385,0.215753703092962,0.191553284016912,"Trip12/Nos1/Kmt2b/Mki67/Kmt2a/Ncor1/Atad2b/Nipbl/Atad2/Atrx",10
"Input","BP","GO:0009416","response to light stimulus","13/397","245/13697",0.0265652536452445,0.146811981161058,0.11745438551681,"Atp1a2/Slc1a2/Meis2/Slc7a11/Gpr88/Bhlhe40/Cck/Rpl26/Id2/Rgs14/Pik3r1/Slc1a3/Synpo",13
"Input","CC","GO:0060077","inhibitory synapse","3/397","23/13939",0.0266134057940657,0.0852058233890653,0.0562541429772697,"Gabra2/Gabrb3/Nrxn1",3
"IP","BP","GO:0008154","actin polymerization or depolymerization","11/425","182/13697",0.026654111125552,0.216221565080279,0.191968667386247,"Sptan1/Gsn/Slit2/Ppp1r9a/Mical3/Sptbn1/Ssh2/Sptb/Actn2/Dbn1/Rictor",11
"Input","BP","GO:1904064","positive regulation of cation transmembrane transport","8/397","123/13697",0.0266713739048687,0.147187881992154,0.117755118473225,"Dbi/S100a1/Ctss/Cacna2d1/Snca/Atp1b2/Cacng4/Kcnj2",8
"IP","BP","GO:0014812","muscle cell migration","7/425","94/13697",0.0267921246799417,0.216844936051126,0.192522116782085,"Slit2/Ppargc1a/Ndrg4/Myo5a/Dock4/Kalrn/Zfp950",7
"Input","BP","GO:0072330","monocarboxylic acid biosynthetic process","11/397","195/13697",0.0268751115594822,0.148100650434065,0.118485363073263,"Ptgds/Fabp5/Srr/Slc1a3/Gpd1/Qk/Fads1/Aldh1a1/Scd2/Scd1/Plp1",11
"IP","BP","GO:0021799","cerebral cortex radially oriented cell migration","4/425","37/13697",0.0269219300558446,0.216905095563566,0.192575528389893,"Srgap2/Lhx6/Reln/Syne2",4
"IP","BP","GO:0030835","negative regulation of actin filament depolymerization","4/425","37/13697",0.0269219300558446,0.216905095563566,0.192575528389893,"Sptan1/Gsn/Sptbn1/Sptb",4
"Input","BP","GO:0001570","vasculogenesis","6/397","79/13697",0.0269330327472535,0.148208412396924,0.118571576167246,"Cd34/Ptprj/Itgb8/Emp2/Qk/Fgf1",6
"Input","BP","GO:0003012","muscle system process","16/397","324/13697",0.0270653133292065,0.148724474240007,0.118984442516359,"Igfbp5/Atp2b4/Adora1/Rgs4/Atp1a2/Gatm/Fkbp1a/Ppp3ca/Pde4b/Cacna2d1/Mtpn/Foxp1/Smad3/Kcnj2/Homer1/Ednrb",16
"IP","CC","GO:0016607","nuclear speck","15/425","283/13939",0.0271501282498635,0.0852769128921886,0.0579253884242936,"Sf3b1/Trip12/Dusp10/Pnisr/Ep400/Kat6a/Cdk12/Usp36/Trip11/Cdk13/Prpf4b/Zc3h13/Pacsin2/Son/Zcchc12",15
"Input","BP","GO:0001659","temperature homeostasis","9/397","147/13697",0.027381761571753,0.150249637715457,0.120204623167863,"Adora1/Gatm/Fabp5/Gja1/Dio2/Ednrb/Epas1/Aldh1a1/Scd1",9
"Input","BP","GO:0031345","negative regulation of cell projection organization","11/397","196/13697",0.0277645663531233,0.151400841565594,0.121125623891054,"Prnp/Nlgn1/Cers2/Ppp3ca/Lpar1/Ywhah/Apoe/Fat3/Zfp365/Cdk5r1/Nrxn1",11
"Input","BP","GO:0021766","hippocampus development","5/397","59/13697",0.0277999069431222,0.151400841565594,0.121125623891054,"Zbtb18/Bcan/Neurod6/Ywhae/Cdk5r1",5
"Input","BP","GO:1901862","negative regulation of muscle tissue development","5/397","59/13697",0.0277999069431222,0.151400841565594,0.121125623891054,"Igfbp5/Rgs4/Bdnf/Foxp1/Gja1",5
"Input","BP","GO:1903725","regulation of phospholipid metabolic process","5/397","59/13697",0.0277999069431222,0.151400841565594,0.121125623891054,"Fgfr3/Pdgfra/Pik3r1/Ptk2b/Htr2c",5
"Input","BP","GO:0031954","positive regulation of protein autophosphorylation","3/397","23/13697",0.0278412920143472,0.151400841565594,0.121125623891054,"Rassf2/Rap2b/Rap2a",3
"Input","CC","GO:0032432","actin filament bundle","6/397","81/13939",0.0278541317258785,0.0884647223613901,0.0584057162083684,"Klhl2/Sept7/Marcks/Fam107a/Sept5/Synpo",6
"IP","BP","GO:0032535","regulation of cellular component size","18/425","354/13697",0.0278658598111575,0.223983833531186,0.198860266426619,"Sptan1/Gsn/Rab3b/Slit2/Ppp1r9a/Plxna4/Ntrk3/Golga4/Sptbn1/Ssh2/Sptb/Actn2/Dbn1/Map1b/Rictor/Shank3/Myo5b/Sema4g",18
"IP","BP","GO:0034332","adherens junction organization","8/425","116/13697",0.0279268982851295,0.223983833531186,0.198860266426619,"Cdh7/Macf1/Limch1/Iqsec1/Actn1/Actn2/Cdh9/Sorbs1",8
"Input","BP","GO:0014888","striated muscle adaptation","4/397","40/13697",0.0279442920104241,0.151400841565594,0.121125623891054,"Igfbp5/Atp2b4/Ppp3ca/Smad3",4
"Input","BP","GO:0033173","calcineurin-NFAT signaling cascade","4/397","40/13697",0.0279442920104241,0.151400841565594,0.121125623891054,"Atp2b4/Prnp/Ppp3ca/Ppp3r1",4
"Input","BP","GO:0048546","digestive tract morphogenesis","4/397","40/13697",0.0279442920104241,0.151400841565594,0.121125623891054,"Fgfr3/Pdgfra/Smad3/Id2",4
"Input","BP","GO:0097720","calcineurin-mediated signaling","4/397","40/13697",0.0279442920104241,0.151400841565594,0.121125623891054,"Atp2b4/Prnp/Ppp3ca/Ppp3r1",4
"Input","MF","GO:0003924","GTPase activity","13/396","246/13615",0.0280103946765678,0.154085399334425,0.121499982374666,"Rap2b/Rragd/Gng12/Rasd2/Gnao1/Sept7/Mras/Gnai2/Rab15/Diras2/Rap2a/Sept5/Rab31",13
"Input","MF","GO:0050780","dopamine receptor binding","3/396","23/13615",0.0280913814671064,0.154085399334425,0.121499982374666,"Cav2/Palm/Slc9a3r1",3
"Input","BP","GO:0002262","myeloid cell homeostasis","9/397","148/13697",0.0284409976813215,0.153876154121772,0.123105954875955,"Slc7a11/Rps6/Pde4b/Prdx1/Rps17/Kitl/Id2/Rps24/Epas1",9
"Input","MF","GO:0001882","nucleoside binding","16/396","325/13615",0.0285120110222782,0.154859353983746,0.122110263924102,"Adora1/Rap2b/Rragd/Ak4/Arl8b/Rasd2/Gnao1/Sept7/Mras/Gnai2/Rab15/Diras2/Rap2a/Arf3/Sept5/Rab31",16
"IP","BP","GO:0030832","regulation of actin filament length","10/425","161/13697",0.0286025535975071,0.228884994363798,0.203211679354987,"Sptan1/Gsn/Slit2/Ppp1r9a/Sptbn1/Ssh2/Sptb/Actn2/Dbn1/Rictor",10
"Input","BP","GO:0090257","regulation of muscle system process","11/397","197/13697",0.0286750441613169,0.154822442002873,0.123863016123394,"Igfbp5/Atp2b4/Adora1/Rgs4/Atp1a2/Ppp3ca/Pde4b/Mtpn/Foxp1/Smad3/Kcnj2",11
"Input","BP","GO:0097553","calcium ion transmembrane import into cytosol","7/397","102/13697",0.0286960570732739,0.154822442002873,0.123863016123394,"Dbi/Itgav/Prnp/Fkbp1a/Snca/Ptk2b/Htr2c",7
"IP","BP","GO:0010256","endomembrane system organization","17/425","330/13697",0.0287289271245235,0.229378483460441,0.203649815320828,"Rab3gap2/Gsn/Usp8/Ank2/Dync2h1/Syne1/Ank3/Sptbn1/Myh10/Myo18a/Cltc/Syne2/Sptb/Trip11/Pacsin2/Zfp385a/Epb41l3",17
"Input","MF","GO:0019903","protein phosphatase binding","9/396","148/13615",0.028989796146681,0.155925699662731,0.122951102717145,"Atp2b4/Sirpa/Phactr3/Ywhae/Phactr1/Pik3r1/Nptxr/Cdh2/Csf1r",9
"Input","CC","GO:0030018","Z disc","7/397","104/13939",0.0289936717867457,0.0913530769788732,0.0603126505839571,"Atp2b4/Fkbp1a/S100a1/Ppp3ca/Pde4b/Homer1/Synpo",7
"Input","BP","GO:0097529","myeloid leukocyte migration","8/397","125/13697",0.0290028133401073,0.156259230031847,0.125012493527938,"Ptprj/Sirpa/Pde4b/Cx3cr1/Ptk2b/Ednrb/Nov/Pla2g7",8
"IP","BP","GO:0030072","peptide hormone secretion","12/425","208/13697",0.029073000560428,0.230249161920656,0.204422832497294,"Stxbp3/Pclo/Cplx1/Nos1/Vgf/Rab11fip5/Myo5a/Crhbp/Abat/Kalrn/Itsn1/Rbp4",12
"IP","BP","GO:2000146","negative regulation of cell motility","13/425","232/13697",0.0291790295082855,0.230249161920656,0.204422832497294,"Erbb4/Srgap2/Dusp10/Frmd5/Slit2/Ppargc1a/Limch1/Srgap3/Ndrg4/Adarb1/Nf1/Robo1/Ptprm",13
"Input","BP","GO:0019693","ribose phosphate metabolic process","18/397","381/13697",0.0291866269065905,0.157030556741169,0.125629580116918,"Atp1a2/Pde1a/Bdnf/Ak4/Snca/Ndufb9/Gpd1/Nudt3/ND2/COX1/COX2/ATP8/ATP6/COX3/ND4L/ND4/ND5/CYTB",18
"IP","BP","GO:1903169","regulation of calcium ion transmembrane transport","8/425","117/13697",0.0291989471214803,0.230249161920656,0.204422832497294,"Atp1b1/Ank2/Cemip/Cacna1a/Ubash3b/Myo5a/Akap6/Dmd",8
"Input","BP","GO:0009611","response to wounding","17/397","354/13697",0.0292441329486464,0.15712112041811,0.125702034019802,"Serpine2/Cd34/Ptprj/Slc1a2/Sdc4/Slc7a11/Rap2b/Cers2/Wnt4/Fgfr3/Pdgfra/Fgfr1op2/Apoe/Smad3/Gja1/Slc1a3/Nov",17
"Input","BP","GO:0000302","response to reactive oxygen species","10/397","173/13697",0.0293360567671576,0.157396093460458,0.125922021444992,"Gpr37l1/Prdx6/Itgav/Prdx1/Pdgfra/Gpr37/Foxp1/Net1/Ptk2b/Apod",10
"IP","BP","GO:0040013","negative regulation of locomotion","15/425","281/13697",0.0293721476528048,0.230249161920656,0.204422832497294,"Erbb4/Srgap2/Dusp10/Frmd5/Slit2/Ppargc1a/Limch1/Srgap3/Ndrg4/Adarb1/Nf1/Dbn1/Robo1/Ptprm/Sema4g",15
"IP","BP","GO:0060323","head morphogenesis","4/425","38/13697",0.0293757106043926,0.230249161920656,0.204422832497294,"Kat6a/Ankrd11/Nipbl/Zfp950",4
"IP","BP","GO:0021695","cerebellar cortex development","5/425","56/13697",0.0294031530753814,0.230249161920656,0.204422832497294,"Ttbk2/Cacna1a/Aars/Myh10/Sptbn2",5
"IP","BP","GO:0001956","positive regulation of neurotransmitter secretion","3/425","22/13697",0.0294874808214324,0.230249161920656,0.204422832497294,"Syt2/Unc13b/Unc13a",3
"IP","BP","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","3/425","22/13697",0.0294874808214324,0.230249161920656,0.204422832497294,"Syt2/Cplx1/Vamp1",3
"IP","BP","GO:0045671","negative regulation of osteoclast differentiation","3/425","22/13697",0.0294874808214324,0.230249161920656,0.204422832497294,"Mafb/Ubash3b/Nf1",3
"IP","BP","GO:0140115","export across plasma membrane","3/425","22/13697",0.0294874808214324,0.230249161920656,0.204422832497294,"Atp1b1/Kcnh2/Atp1a3",3
"Input","BP","GO:0032642","regulation of chemokine production","5/397","60/13697",0.0296324841444983,0.158546102839608,0.126842066552336,"Sirpa/Apod/Egr1/Csf1r/Mbp",5
"Input","BP","GO:0072078","nephron tubule morphogenesis","5/397","60/13697",0.0296324841444983,0.158546102839608,0.126842066552336,"Pbx1/Wnt4/Sox9/Sox8/Fgf1",5
"IP","MF","GO:0010485","H4 histone acetyltransferase activity","3/424","22/13615",0.029764266080067,0.175609169872395,0.148821330400335,"Phf20/Kat6a/Kat6b",3
"IP","MF","GO:0016922","nuclear receptor binding","3/424","22/13615",0.029764266080067,0.175609169872395,0.148821330400335,"Ncoa3/Ppargc1a/Ncor2",3
"IP","MF","GO:0045503","dynein light chain binding","3/424","22/13615",0.029764266080067,0.175609169872395,0.148821330400335,"Dync2h1/Bsn/Dync1h1",3
"IP","MF","GO:0070325","lipoprotein particle receptor binding","3/424","22/13615",0.029764266080067,0.175609169872395,0.148821330400335,"Reln/Cltc/Sacs",3
"Input","BP","GO:0045765","regulation of angiogenesis","13/397","249/13697",0.0297693173222376,0.159057915374556,0.127251533315993,"Akt3/Cd34/S100a1/Ddah1/Ptn/Igf2/Cx3cr1/Sparc/Itgb8/Ptk2b/Enpp2/Emp2/Fgf1",13
"Input","CC","GO:0008305","integrin complex","3/397","24/13939",0.0297891787353111,0.0931205036056577,0.0614795317454826,"Itgav/Itgb8/Itgb5",3
"Input","BP","GO:0120162","positive regulation of cold-induced thermogenesis","6/397","81/13697",0.0299876959791572,0.160003411004813,0.12800796073685,"Gatm/Fabp5/Gja1/Dio2/Epas1/Scd1",6
"Input","MF","GO:0016209","antioxidant activity","5/396","60/13615",0.0300168897557897,0.15952138487307,0.125786385563983,"Prdx6/Selenof/Prdx1/Apoe/Fam213a",5
"Input","BP","GO:0048814","regulation of dendrite morphogenesis","7/397","103/13697",0.0300534597836442,0.160133124336852,0.128111735643963,"Itpka/Nlgn1/Ppp3ca/Ywhah/Cdk5r1/Rap2a/Sdc2",7
"Input","BP","GO:0048015","phosphatidylinositol-mediated signaling","8/397","126/13697",0.0302197007234312,0.160456143358536,0.128370161423672,"Serpine2/Rasgrp1/Car8/Pdgfra/Sox9/Slc9a3r1/Pik3r1/Csf1r",8
"Input","BP","GO:0007588","excretion","4/397","41/13697",0.0302802300047561,0.160456143358536,0.128370161423672,"Adora1/Gnai2/Slc9a3r1/Ednrb",4
"Input","BP","GO:0014009","glial cell proliferation","4/397","41/13697",0.0302802300047561,0.160456143358536,0.128370161423672,"Dbi/Cers2/Ptn/Clu",4
"Input","BP","GO:0043550","regulation of lipid kinase activity","4/397","41/13697",0.0302802300047561,0.160456143358536,0.128370161423672,"Fgfr3/Pdgfra/Pik3r1/Ptk2b",4
"Input","BP","GO:0006364","rRNA processing","10/397","174/13697",0.0303567283121229,0.160641152698261,0.128518174945051,"Rpl35/Rps6/Rps8/Rps17/Rpsa/Rpl14/Rps15/Rpl26/Rps7/Rps24",10
"Input","MF","GO:0030594","neurotransmitter receptor activity","6/396","81/13615",0.0304280186754027,0.15952138487307,0.125786385563983,"Adora1/Gabra2/Gabra5/Gabrb3/Ptk2b/Htr2c",6
"IP","BP","GO:0002027","regulation of heart rate","6/425","76/13697",0.0304334777796175,0.237113579623613,0.210517289904121,"Ank2/Kcnh2/Tac1/Sptbn4/Adra1a/Dmd",6
"Input","MF","GO:0030544","Hsp70 protein binding","4/396","41/13615",0.0306149195420043,0.15952138487307,0.125786385563983,"Fkbp1a/Gpr37/Snca/Fgf1",4
"Input","BP","GO:0048754","branching morphogenesis of an epithelial tube","9/397","150/13697",0.0306451880015307,0.16135472701493,0.12908905773147,"Pbx1/Clic4/Wnt4/Pdgfra/Ppp3r1/Sox9/Sox8/Fgf1/Slc12a2",9
"Input","BP","GO:0060538","skeletal muscle organ development","9/397","150/13697",0.0306451880015307,0.16135472701493,0.12908905773147,"Zbtb18/Skil/Ppp3ca/Cav2/Foxp1/Hlf/Homer1/Sox8/Egr1",9
"IP","BP","GO:0060249","anatomical structure homeostasis","16/425","308/13697",0.0310715847040167,0.241554315297674,0.214459922126062,"Erbb4/Nek7/Map1a/Calb1/Flt3/Smg1/Ankrd11/Ubash3b/Kmt2a/Nf1/Gaa/Hmbox1/Apc/Rbp4/Dmd/Atrx",16
"Input","BP","GO:0033687","osteoblast proliferation","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Itgav/Smad3/Sox8",3
"Input","BP","GO:0042745","circadian sleep/wake cycle","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Adora1/Ptgds/Nlgn1",3
"Input","BP","GO:0045822","negative regulation of heart contraction","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Adora1/Atp1a2/Pik3r1",3
"Input","BP","GO:0071875","adrenergic receptor signaling pathway","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Atp2b4/Pde4b/Gnai2",3
"Input","BP","GO:0090314","positive regulation of protein targeting to membrane","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Prnp/Hpca/Cdk5r1",3
"Input","BP","GO:1902473","regulation of protein localization to synapse","3/397","24/13697",0.0311523915784863,0.16135472701493,0.12908905773147,"Nlgn1/Grasp/Camk2a",3
"Input","BP","GO:0001822","kidney development","12/397","225/13697",0.0312279126780625,0.16135472701493,0.12908905773147,"Pbx1/Bdnf/Wnt4/Pdgfra/Mmp17/Smad3/Sox9/Id2/Basp1/Sox8/Egr1/Fgf1",12
"Input","CC","GO:0005940","septin ring","2/397","10/13939",0.0313002162665866,0.0948563805941593,0.0626255833698679,"Sept7/Sept5",2
"Input","CC","GO:0031105","septin complex","2/397","10/13939",0.0313002162665866,0.0948563805941593,0.0626255833698679,"Sept7/Sept5",2
"Input","CC","GO:0032160","septin filament array","2/397","10/13939",0.0313002162665866,0.0948563805941593,0.0626255833698679,"Sept7/Sept5",2
"Input","CC","GO:1990454","L-type voltage-gated calcium channel complex","2/397","10/13939",0.0313002162665866,0.0948563805941593,0.0626255833698679,"Cacna2d1/Cacng4",2
"Input","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","3/396","24/13615",0.0314299653813789,0.15952138487307,0.125786385563983,"Pde1a/Pde4b/Pde7b",3
"Input","MF","GO:0017134","fibroblast growth factor binding","3/396","24/13615",0.0314299653813789,0.15952138487307,0.125786385563983,"Itgav/Fgfr3/Rps2",3
"Input","BP","GO:0000086","G2/M transition of mitotic cell cycle","7/397","104/13697",0.0314534740219878,0.16135472701493,0.12908905773147,"Pbx1/Pkia/Cdk14/Calm3/Arpp19/Calm1/Calm2",7
"Input","BP","GO:0006633","fatty acid biosynthetic process","7/397","104/13697",0.0314534740219878,0.16135472701493,0.12908905773147,"Ptgds/Fabp5/Qk/Fads1/Scd2/Scd1/Plp1",7
"Input","BP","GO:0050921","positive regulation of chemotaxis","7/397","104/13697",0.0314534740219878,0.16135472701493,0.12908905773147,"Ptprj/S1pr1/Lpar1/Smad3/Cxcl14/Ptk2b/Pla2g7",7
"Input","BP","GO:0001935","endothelial cell proliferation","8/397","127/13697",0.0314712369610206,0.16135472701493,0.12908905773147,"Akt3/Cd34/Fgfr3/Cav2/Apoe/Igf2/Gja1/Sparc",8
"Input","BP","GO:0032602","chemokine production","5/397","61/13697",0.0315395189735002,0.16135472701493,0.12908905773147,"Sirpa/Apod/Egr1/Csf1r/Mbp",5
"Input","BP","GO:0032890","regulation of organic acid transport","5/397","61/13697",0.0315395189735002,0.16135472701493,0.12908905773147,"Adora1/Rgs4/Snca/Cck/Htr2c",5
"Input","BP","GO:0072088","nephron epithelium morphogenesis","5/397","61/13697",0.0315395189735002,0.16135472701493,0.12908905773147,"Pbx1/Wnt4/Sox9/Sox8/Fgf1",5
"IP","BP","GO:0061387","regulation of extent of cell growth","8/425","119/13697",0.0318617399002661,0.247155072092874,0.219432459522735,"Slit2/Plxna4/Ntrk3/Golga4/Dbn1/Map1b/Myo5b/Sema4g",8
"IP","BP","GO:0010765","positive regulation of sodium ion transport","4/425","39/13697",0.0319577017191234,0.24735819343732,0.219612797380324,"Atp1b1/Nos1/Ank3/Dmd",4
"Input","CC","GO:0005912","adherens junction","13/397","256/13939",0.0319957310753047,0.0962295851279996,0.0635321932834997,"Itgav/Lin7c/Sdc4/Cav2/Gja1/Lin7a/Tns3/Itgb8/Fam107a/Ptk2b/Ndrg1/Itgb5/Cdh2",13
"Input","MF","GO:0032947","protein-containing complex scaffold activity","6/396","82/13615",0.0320581809408365,0.15952138487307,0.125786385563983,"Cav2/Sept7/Slc9a3r1/Rgs14/Homer1/Sept5",6
"IP","BP","GO:0000281","mitotic cytokinesis","6/425","77/13697",0.0321766114656645,0.248509994870982,0.220635404844254,"Usp8/Ank3/Sptbn1/Myh10/Son/Apc",6
"Input","BP","GO:0000921","septin ring assembly","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Sept7/Sept5",2
"Input","BP","GO:0002544","chronic inflammatory response","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Cx3cr1/Gja1",2
"Input","BP","GO:0021684","cerebellar granular layer formation","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Nfix/Nrxn1",2
"Input","BP","GO:0021707","cerebellar granule cell differentiation","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Nfix/Nrxn1",2
"Input","BP","GO:0032353","negative regulation of hormone biosynthetic process","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Wnt4/Dkk3",2
"Input","BP","GO:0032486","Rap protein signal transduction","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Rap2b/Rap2a",2
"Input","BP","GO:0034309","primary alcohol biosynthetic process","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Wnt4/Dkk3",2
"Input","BP","GO:0034433","steroid esterification","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Apoe/Scd1",2
"Input","BP","GO:0034434","sterol esterification","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Apoe/Scd1",2
"Input","BP","GO:0034435","cholesterol esterification","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Apoe/Scd1",2
"Input","BP","GO:0038166","angiotensin-activated signaling pathway","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Car2/Camk2a",2
"Input","BP","GO:0046532","regulation of photoreceptor cell differentiation","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Sox9/Sox8",2
"Input","BP","GO:0051639","actin filament network formation","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Arpc5/Cobl",2
"Input","BP","GO:0060502","epithelial cell proliferation involved in lung morphogenesis","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Nfib/Sox9",2
"Input","BP","GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Rgs4/Foxp1",2
"Input","BP","GO:0072224","metanephric glomerulus development","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Pdgfra/Egr1",2
"Input","BP","GO:0090129","positive regulation of synapse maturation","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Neurod2/Nrxn1",2
"Input","BP","GO:0090195","chemokine secretion","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Csf1r/Mbp",2
"Input","BP","GO:0090196","regulation of chemokine secretion","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Csf1r/Mbp",2
"Input","BP","GO:0090197","positive regulation of chemokine secretion","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Csf1r/Mbp",2
"Input","BP","GO:0098953","receptor diffusion trapping","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Cacng4/Camk2a",2
"Input","BP","GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Cacng4/Camk2a",2
"Input","BP","GO:0099541","trans-synaptic signaling by lipid","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Fabp5/Nrxn1",2
"Input","BP","GO:0099542","trans-synaptic signaling by endocannabinoid","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Fabp5/Nrxn1",2
"Input","BP","GO:0099628","neurotransmitter receptor diffusion trapping","2/397","10/13697",0.032329422394397,0.16135472701493,0.12908905773147,"Cacng4/Camk2a",2
