"","Enrich_OR","Enrich_Pval","Deplete_OR","Deplete_Pval","setSize"
"Nasal Obstruction",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Neuralgia, Postherpetic",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Neuronopathy, Distal Hereditary Motor, Type V",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Plasma Cell Granuloma, Pulmonary",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Rhabdomyosarcoma, Embryonal",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Thoracic Diseases",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Van Maldergem Wetzburger Verloes syndrome",30.5509259259259,0.0784032041295029,0,0.999999999999508,2
"Vipoma",30.5509259259259,0.0784032041295029,0,0.999999999999508,3
"Motor Skills Disorders",1.50929716908163,0.0785168050839872,3.81262066731454,7.20399956038876e-18,551
"Hyperlipidemias",0.718163265306122,0.0786067676206131,2.78857548823992,5.22698879630728e-18,1810
"Hypotension",1.32355047316874,0.0804988054136666,3.27921972716373,6.60574382558905e-24,1515
"Dysuria",0.343160314793527,0.0805565328813298,1.92459259259259,0.0279666958882508,326
"Encephalomyelitis, Autoimmune, Experimental",1.43023799300043,0.0805633998822734,3.38374738374738,2.04598200478808e-17,850
"Psychomotor Disorders",1.47922502334267,0.0810050881144953,4.24085163007319,3.49440225765302e-24,637
"Carcinoma, Adenoid Cystic",2.33361989742982,0.0823391604910837,1.24740932642487,0.961192511787473,100
"Occupational Diseases",0.277609674211725,0.0834460251361652,2.56350267379679,0.000736048338001772,268
"Hepatic Veno-Occlusive Disease",0.17847359193513,0.0861113552174225,1.69547325102881,0.219487658148886,218
"Myocardial Infarction",1.23444443226001,0.0864833126235568,2.66413201442301,6.5641768913946e-21,3043
"Acidosis",1.48110845926884,0.0867623833995875,3.36928016323101,3.08641004779881e-14,643
"Hypotension, Orthostatic",2.13094408032353,0.0908439023585751,1.66110436893204,0.410589578521433,146
"Prostatic Diseases",0.814895214654367,0.0934702551986598,1.87361321804207,2.82170466393236e-09,3996
"Tourette Syndrome",3.53479427549195,0.0942091501431541,7.17176649305555,4.12670651164298e-05,36
"Catatonia",1.84482099630526,0.0943328269337519,4.25273691412932,9.87829822143765e-10,215
"Respiration Disorders",1.57890101640102,0.096486367738959,2.12088363307875,0.00197578813026507,455
"Porphyria Cutanea Tarda",0.481846986186427,0.0984201215291706,2.84049987408713,1.94006794584314e-07,474
"Stomach Neoplasms",0.670557826760759,0.10117291151418,2.23009670751258,1.35872766152612e-07,1135
"Bradycardia",1.32241447498517,0.101627721028563,3.48244343472423,3.21166163985732e-25,1328
"Papilledema",0.191060126582278,0.106311926256281,4.21620854157201,9.95037646725283e-09,213
"Vasculitis, Central Nervous System",3.40361757105943,0.106869189477869,8.62859007832898,3.43370894962289e-07,36
"Neoplasm Metastasis",1.18288227944517,0.107242620450239,2.39595886481679,5.4502108436738e-18,5433
"Acute Lung Injury",0.540752517223105,0.110121673814587,2.44142369319674,7.37757938003251e-06,575
"Mercury Poisoning",0.300077339520495,0.111394563291451,3.42455015662563,6.61692425166509e-07,256
"Paresis",1.5973849199802,0.112041783350445,3.17969976452119,3.92094436431603e-08,380
"Vomiting",1.21891577112331,0.114094042338795,2.9192176839939,3.00818610270931e-25,2912
"Arrhythmias, Cardiac",1.27392781864327,0.116648470568841,3.38790224076616,1.5626538381795e-27,1728
"Mouth Neoplasms",0.375123033870501,0.117433643323205,1.46686060934082,0.324904530532082,310
"Skin Neoplasms",1.20658107526783,0.120466136772233,2.81301646275062,4.68618327046028e-24,3247
"Chromosome Breakage",0.200024527839097,0.121641808725583,0.6829989220016,0.681615340123277,187
"Limb Deformities, Congenital",0.43020313020313,0.122133248479916,3.28337197049526,2.93830697992236e-08,349
"Small Cell Lung Carcinoma",2.14253036326997,0.124128719513087,1.55312868949233,0.582607826691211,109
"Brain Injuries",1.27043962818838,0.124310494739129,3.36008803988523,7.93088544066384e-27,1645
"Precancerous Conditions",1.16813329782782,0.124723650721128,1.76297773949313,1.25539191592461e-07,8340
"Bone Resorption",0.31107230846509,0.126390224195833,1.07624020887728,0.999999999999888,237
"Head and Neck Neoplasms",0.531257409778537,0.126409576045417,1.81989287255797,0.0151121040054897,494
"Arthritis",0.204126001001001,0.128890756346368,2.48742430857425,0.00941719933940697,201
"Heavy Metal Toxicity",0.204126001001001,0.128890756346368,3.33211436170213,4.48862943177989e-05,193
"Uterine Cervical Neoplasms",1.17063854985689,0.130088774617851,1.9189580976011,1.85076843274424e-10,5564
"Pheochromocytoma",4.70676423344637,0.131603204004614,0,0.999999999999778,18
"Leukoencephalopathies",0.316031146366055,0.133417087299553,2.29705291850462,0.0090727878599638,242
"Prolactinoma",0.20695395738204,0.133969048757361,3.68,3.5758319623663e-06,197
"Anemia, Hemolytic",1.20807462413947,0.135608157010645,2.15754283120973,3.78284413663368e-12,2826
"Arthralgia",0.480950105998627,0.136582186906379,2.75821061405946,4.75102911657335e-06,412
"Chromosome Aberrations",1.21414213461289,0.138410192537375,2.47765341819331,1.04764941081933e-16,2679
"Muscle Cramp",1.52470616099713,0.141004143078038,2.81876853305425,1.05393307615759e-06,423
"Confusion",1.30841828161756,0.144460686336318,2.66369891576314,2.19416986502051e-12,1120
"Neurologic Manifestations",0.651395662550586,0.144726423850489,3.29503148366785,5.78232518909538e-16,815
"Ocular Motility Disorders",1.66876006817174,0.145744140815752,4.74373510087796,2.70531779287929e-14,262
"Cardiovascular Abnormalities",1.25998087448371,0.145762865236589,2.58186027919243,2.29512292614891e-14,1581
"Respiratory Insufficiency",1.42145284427716,0.147032466904701,3.56822376557892,1.41266388711453e-15,593
"Cardiomyopathy, Dilated",1.76327965388775,0.150691049590257,2.21348352614843,0.025482841712631,205
"Hepatomegaly",1.15601615966716,0.151411940225564,2.23374518334369,1.00280794057662e-13,8038
"Glomerulosclerosis, Focal Segmental",1.58383210991907,0.152622646518628,2.0759741781537,0.0101799440776056,332
"Glucose Metabolism Disorders",2.50225964511679,0.153984719760466,3.57937282986111,0.0135273292958246,74
"Posterior Leukoencephalopathy Syndrome",0.331888529104306,0.156915899179057,2.19851974187234,0.0192758091599991,235
"Blepharoptosis",4.37023533311236,0.157163257022673,4.88335179032853,0.116963112357279,23
"Inflammatory Bowel Diseases",4.37023533311236,0.157163257022673,0,0.99999999999997,44
"Priapism",4.37023533311236,0.157163257022673,4.88335179032853,0.116963112357279,21
"Hydronephrosis",0.576984059810975,0.160042995592978,3.25840214399536,3.54517184276896e-11,514
"Thrombocytopenia",1.220897114716,0.160218856470207,2.75377408270164,1.26359783575505e-19,2145
"Dementia",1.47852112676056,0.160290460021453,3.91754350465399,3.93243786343673e-15,460
"Raynaud Disease",0.222341367102396,0.162635866194214,2.42670641447368,0.0179077434226495,168
"Dyskinesias",2.00188371856226,0.167582382591128,2.6484091824406,0.0241300400265347,119
"Premature Birth",1.25292648565574,0.168517540090937,2.3684718071329,4.06770677028118e-11,1586
"Hypersensitivity",0.582754593362769,0.168975262114031,2.32972765630993,6.06829534622453e-05,570
"Autoimmune Diseases",0.666613630336781,0.170369405112966,2.18816459487794,1.11148915544986e-05,827
"Depressive Disorder, Major",1.7815515771526,0.174407057150982,4.971150606469,2.6726921333364e-11,177
"Esophageal Neoplasms",0.708466439258577,0.175069769128839,1.8799284736633,0.000230352909055099,982
"Heart Failure",1.18547490663728,0.17718334858344,2.77322404371585,9.15865620647155e-23,2994
"Bowen's Disease",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Ciliary Motility Disorders",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"COACH syndrome",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"De Lange Syndrome",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Gastrointestinal Stromal Tumors",15.2743055555556,0.182687408363531,17.0631443298969,0.150686045742611,3
"Herpesviridae Infections",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Heterotopia, Periventricular, Autosomal Recessive",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Neurofibromatosis 1",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Pitt-Hopkins syndrome",15.2743055555556,0.182687408363531,17.0631443298969,0.150686045742611,3
"Pituitary ACTH Hypersecretion",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Prostatism",15.2743055555556,0.182687408363531,0,0.999999999999995,3
"Tachycardia, Paroxysmal",15.2743055555556,0.182687408363531,0,0.999999999999995,4
"Vitamin A Deficiency",15.2743055555556,0.182687408363531,0,0.999999999999995,5
"Cholangiocarcinoma",0.544581134843825,0.183367540758975,1.7212795364095,0.0527589378358379,426
"Brain Infarction",0.234532012632788,0.186416160518909,1.95462478184991,0.139695466640978,164
"Shock, Cardiogenic",1.93822260569456,0.191809043993513,2.56330065723516,0.0299914454571946,129
"Dehydration",0.355643510304354,0.194757630274694,1.90054891830804,0.0978441714178372,213
"Parkinsonian Disorders",1.54563253461076,0.200043798144509,2.37439963493241,0.00142142094745239,311
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",0.484923376489642,0.200674347698623,1.56337181337181,0.211171514917936,315
"Adenoma",0.776530219167528,0.201181276954862,2.73054159995583,6.8413751188032e-16,1603
"Ischemic Attack, Transient",0.242111111111111,0.20159445845826,3.6657824933687,2.14634825882616e-05,159
"Gastritis",0.433626349171025,0.201798231522463,3.47220277272091,2.26453305188596e-07,277
"Headache",1.19659371099814,0.203029093469751,2.70467355371901,3.04871544695019e-19,2248
"Oligospermia",1.1480387524669,0.204630439076654,2.06496876430531,1.37353482354396e-12,4761
"Arthritis, Rheumatoid",0.622836694860117,0.205355972796733,1.82123532678177,0.0104998591453938,602
"Splenomegaly",0.716901070417127,0.205378911674202,2.56158481951076,9.13603883898846e-10,949
"Paresthesia",1.26053656037229,0.206986476337378,2.69288190876486,3.02733830086282e-13,1214
"Stomatitis",0.561929975126187,0.211721655663033,2.40454609828636,0.000184228466173268,403
"Hemorrhage",1.13742563251503,0.212738173615725,2.15964263635931,4.91376299081129e-14,6084
"Arsenic Poisoning",0.250191307009489,0.218058187990937,2.75197950628784,0.00612052746197606,149
"Hypospadias",0.789380137747167,0.219939128436764,2.38257317903336,1.42944687328886e-11,1536
"Amnesia",1.51972082930119,0.220301461355874,2.66252686887987,0.000103751306667271,323
"Pneumonia",1.19301607613668,0.220401868738827,2.9265283059208,1.38947199234975e-22,2245
"Brain Neoplasms",0.537050587022317,0.221913243492823,1.78033333333333,0.0553326247734351,361
"Nephrotic Syndrome",0.44664910069882,0.22310390181064,1.20113657291694,0.79323210719962,289
"Hypothyroidism",1.4442658492823,0.223459698388987,3.40570987654321,3.11213307894828e-10,440
"Leukemia, Lymphoid",0.499219788475987,0.224062430108178,1.61080715974333,0.178665701574145,300
"Death, Sudden, Cardiac",1.76131378434542,0.225536649559178,4.26184347826087,1.81813694811595e-07,158
"Liver Cirrhosis, Experimental",1.16447398196782,0.227503460699837,2.65272816870295,8.64101271380668e-21,3139
"Peripheral Vascular Diseases",1.74686056719722,0.233516529769601,2.88544415127529,0.0021779996345275,152
"Anemia, Hemolytic, Autoimmune",0.453453488372093,0.234548265125087,1.21980179506358,0.763891003356925,270
"Fetal Resorption",0.455767208133692,0.238486104039244,2.1867374005305,0.0146053137825859,241
"Schizophrenia, Paranoid",3.59819844411082,0.240557179950811,6.42503238341969,0.00694346163007481,25
"Multiple Myeloma",1.19432078616571,0.241901609765906,2.82791640178004,9.73536206964491e-20,1937
"Hematologic Diseases",1.23310937747192,0.244447387318383,2.67785983741565,1.1081623649584e-13,1296
"Mammary Neoplasms, Experimental",0.787449392712551,0.245321508364357,3.3377058279371,4.44129393508302e-24,1467
"Anemia, Aplastic",0.714746093009501,0.248607669947361,2.97649055012309,1.96120336918567e-12,794
"Shock, Septic",2.55096899224806,0.248803902791433,0,0.554993632397855,63
"Ventricular Fibrillation",1.38607168294668,0.249700584017347,3.29841237817369,7.50496771490169e-11,476
"Nose Neoplasms",0.265696068875893,0.250316068797749,1.55456912878788,0.493169092079845,143
"Musculoskeletal Diseases",1.48241421743983,0.252662100004584,1.6610526988591,0.128236816708788,280
"Nephritis, Interstitial",1.1774187096933,0.255571698317528,2.34797174918496,1.86804568238489e-13,2191
"Cardiovascular Diseases",1.13530441441934,0.255963366146472,2.88933601609658,1.66197306393916e-26,4608
"Nausea",1.16164288200487,0.256005492672581,3.10686548617583,3.16006384138029e-28,2746
"Ulcer",1.63752156862745,0.257532822166405,1.83279090113736,0.15052611649791,214
"Polyuria",0.746974353137567,0.259604318251857,3.22520860077022,3.29068063693389e-17,954
"Extravasation of Diagnostic and Therapeutic Materials",0.523436159799796,0.266003375279171,1.20397285141119,0.753646021174207,313
"Epilepsy, Complex Partial",3.39804073214746,0.269857350454646,11.4826388888889,1.28543265177099e-07,31
"Prostatic Hyperplasia",0.275441919191919,0.270943926779188,0.945236039147956,0.999999999999999,141
"Hypokalemia",1.30499013629842,0.272058730053602,2.36228813559322,2.35675722362845e-06,709
"Eosinophilia",0.596034142733884,0.272898178529334,1.88929620105415,0.0216727472321276,428
"Unconsciousness",1.76927580616105,0.273485478123265,3.86360964138742,2.31127061047229e-05,141
"Aortic Diseases",0.477686658506732,0.276873546257195,2.08836269550555,0.0297142748726614,234
"Stevens-Johnson Syndrome",0.645486001887386,0.282241035159114,2.59279722660724,5.35041519340792e-06,470
"Eye Diseases",1.22695098738996,0.282697878550853,2.95014204545455,3.3975603539237e-16,1192
"Respiratory Sounds",1.75229173636668,0.283313440381503,1.61372346698113,0.445613460067366,172
"Immunologic Deficiency Syndromes",2.41634026927785,0.285428629109153,0.850708762886598,0.999999999999814,65
"ACTH-Secreting Pituitary Adenoma",10.1820987654321,0.287569343877495,0,0.999999999999304,4
"Amblyopia",10.1820987654321,0.287569343877495,11.3745704467354,0.246490942245349,6
"Brugada Syndrome",10.1820987654321,0.287569343877495,0,0.999999999999304,5
"Carcinoma, Intraductal, Noninfiltrating",10.1820987654321,0.287569343877495,0,0.999999999999304,5
"Chondrosarcoma, Mesenchymal",10.1820987654321,0.287569343877495,11.3745704467354,0.246490942245349,5
"End Stage Liver Disease",10.1820987654321,0.287569343877495,0,0.999999999999304,4
"Generalized Epilepsy With Febrile Seizures Plus, Type 1",10.1820987654321,0.287569343877495,0,0.999999999999304,4
"Lymphoma, Large-Cell, Anaplastic",10.1820987654321,0.287569343877495,0,0.999999999999304,5
"Muscular Dystrophy, Duchenne",10.1820987654321,0.287569343877495,0,0.999999999999304,6
"Paratuberculosis",10.1820987654321,0.287569343877495,0,0.999999999999304,6
"Somnambulism",10.1820987654321,0.287569343877495,11.3745704467354,0.246490942245349,7
"Spherocytosis, Hereditary",10.1820987654321,0.287569343877495,0,0.999999999999304,5
"Tooth Loss",10.1820987654321,0.287569343877495,0,0.999999999999304,6
"Uveal melanoma",10.1820987654321,0.287569343877495,0,0.999999999999304,7
"Torsades de Pointes",1.59449961802903,0.288653834222408,3.57306558987231,2.74779323204453e-06,206
"Thyroid Neoplasms",0.72696074397169,0.29608461713492,2.78276531762937,6.16566735847214e-10,715
"Hypesthesia",0.540084915084915,0.296352493937386,2.63665334614801,0.000308909661320266,297
"Hyperhomocysteinemia",0.414868257953787,0.299596204472182,1.44533519655794,0.526241444288264,182
"Craniofacial Abnormalities",1.16875066211134,0.300426673837722,2.40300530309702,1.25336039014512e-13,1980
"Substance Withdrawal Syndrome",1.18821411132813,0.300655047026805,3.19141692201656,1.77456399247829e-23,1575
"Urologic Neoplasms",0.490785669390321,0.300659348808963,1.12423607723869,0.952421365403964,218
"Diarrhea",1.18580544014425,0.301852280383085,3.01716888859114,5.68147817211361e-21,1686
"Cardiomegaly",1.15850434586965,0.302288664928782,2.89920461320188,8.08634087978976e-23,2341
"Polycystic Ovary Syndrome",1.71927597452341,0.303372617012163,0,0.122152376183504,151
"Thromboembolism",0.759553219892191,0.306263721332217,2.08194593608366,2.07633881822559e-05,872
"Drug Hypersensitivity",0.833253036268855,0.307890336366865,2.69464273720772,4.26972440121572e-17,1844
"Angioedema",0.690393884804518,0.310478791576241,3.50535714285714,1.03476453478699e-13,590
"Carcinoma, Ductal, Breast",0.420694766692447,0.310505763203138,1.99398988169957,0.0957023664582201,183
"Diabetes Mellitus, Type 1",0.423669138286308,0.316105714355261,2.28256578947368,0.028706745992755,185
"Musculoskeletal Abnormalities",0.2972267610748,0.317701651448866,3.73081396998326,9.72216575858112e-05,120
"Conjunctivitis",0.552628497833977,0.31993760339615,2.14575734549139,0.012827280445254,290
"Eating Disorders",1.61428218433407,0.319945832016385,2.661457276233,0.00497217605668955,175
"Exophthalmos",1.68747180027072,0.323941144977764,1.55456912878788,0.493169092079845,130
"Cholestasis, Intrahepatic",0.782690294871332,0.326342040704687,2.53764976958525,5.02846284448074e-10,1033
"Peripheral Nervous System Diseases",1.17270188610145,0.327337832062646,3.01649484536082,1.52828825734269e-21,1777
"Coronary Disease",0.595380454779601,0.329336809613552,2.61753028150899,0.000139460182697472,350
"Colonic Neoplasms",0.839641162530692,0.336607537144949,2.43792344477026,4.36365628496048e-13,1829
"Multiple Organ Failure",0.43599459179756,0.339511442611099,0.738060373958099,0.790090933934489,166
"Albuminuria",0.726955327247231,0.34106113900118,2.22197075208914,5.08558485757847e-05,650
"Lymphoma, Non-Hodgkin",0.632171621147459,0.344554020663634,3.17131944798085,7.87412167703223e-08,382
"Glomerulonephritis, IGA",0.675175813342097,0.344999081598469,1.580145538108,0.107613841078703,437
"Pulmonary Edema",1.15095095095095,0.346541480427256,3.78931570017836,4.56376864551075e-38,2166
"Granuloma",0.568458145922935,0.350484428237446,2.02440318302387,0.0291464828010891,301
"Death",0.843616204049401,0.35106062744076,2.52753022820266,2.5781606374111e-14,1758
"Dyslipidemias",0.859823689476263,0.353550049506767,2.79400244407842,1.71278064648148e-20,2217
"Prostatic Neoplasms",1.12067966685764,0.354166628932316,2.56797454368399,4.31858893280984e-20,3604
"Hematuria",1.16902719921588,0.357449673403677,3.26487751878941,1.39840496833325e-24,1625
"Lymphopenia",0.315948109567901,0.358269840093549,2.67803955788249,0.0223699472648997,123
"Obesity",0.736168240542263,0.363786022459185,2.78383089997821,8.55378651004669e-09,654
"Bronchial Hyperreactivity",0.7140262338693,0.364885427944564,2.66248263372893,4.93419022628355e-07,570
"Precursor Cell Lymphoblastic Leukemia-Lymphoma",0.726777769711803,0.366695548200856,2.34950645406226,1.87829846263747e-05,595
"Amyotrophic Lateral Sclerosis",1.88402366863905,0.367906839345264,2.10637362637363,0.267076507302938,80
"Dizziness",1.17960132890365,0.368147365942593,3.41943892031742,1.12563450332571e-24,1354
"Cholelithiasis",0.322719661150512,0.372970862659187,1.50158413015556,0.625581574398405,137
"Demyelinating Diseases",1.17721656907889,0.374590168586049,3.25191362526556,3.91373729704813e-22,1374
"Bone Diseases, Metabolic",0.326214655515731,0.380557539856129,3.66631578947368,0.000298726705800029,120
"Heart Injuries",7.63599537037037,0.384182952409787,0,0.999999999999953,6
"Intestinal Polyps",7.63599537037037,0.384182952409787,0,0.999999999999953,6
"Liposarcoma",7.63599537037037,0.384182952409787,0,0.999999999999953,5
"Nerve Sheath Neoplasms",7.63599537037037,0.384182952409787,0,0.999999999999953,6
"Turcot syndrome",7.63599537037037,0.384182952409787,0,0.999999999999953,5
"Wolff-Parkinson-White Syndrome",7.63599537037037,0.384182952409787,0,0.999999999999953,6
"Dermatitis, Atopic",0.459361597412642,0.384607580009503,2.48551578947368,0.0147587023963921,208
"Gliosis",1.59869667040016,0.38835625637392,2.43978352263489,0.0264419371502413,140
"Myocardial Ischemia",0.825536164844407,0.389922573459713,2.92223002810116,2.92221579013846e-16,1214
"Cataplexy",2.77937144062434,0.390128087442415,6.86909090909091,0.000551582027912606,30
"Respiratory Tract Infections",1.2503145480836,0.392176691100321,1.78098097451791,0.00733800224508881,691
"Dyspnea",1.18854327211006,0.393877290910106,3.58067567516231,4.01470143925833e-24,1119
"Hypercholesterolemia",0.854664863462892,0.399221399465384,2.6385326730731,1.33384575819938e-15,1765
"Testicular Neoplasms",0.630792445482866,0.401507531456751,2.26918158567775,0.00364381539231819,298
"Genital Neoplasms, Female",0.337165637860082,0.404305873940089,2.42506527415144,0.0666481815290372,110
"Respiratory Distress Syndrome, Adult",0.633480624095726,0.407151111901504,2.11225507246377,0.0112004378025648,309
"Muscle Hypotonia",1.66433868346201,0.409673306415281,3.10336488837772,0.00377911534080918,115
"Glioblastoma",1.16823152328576,0.412473727372717,2.44293962287329,8.20146230613134e-11,1304
"HIV Infections",0.340980024968789,0.412564059999473,0.380922043322136,0.497434608100127,120
"Ovarian Diseases",1.10601575131696,0.412700220917816,2.22946928590082,2.02057581788858e-14,3581
"Jaundice",0.850499793577121,0.418188946179824,2.27283481290697,8.66042194851984e-10,1496
"Epilepsies, Partial",2.6583274488046,0.420361011315108,8.60872395833333,5.29587218666701e-06,34
"Glycosuria",0.737415672029061,0.422059089552852,2.43874151237822,1.55364524838356e-05,545
"Osteosarcoma",0.748820502967422,0.422114380374182,1.95460064202396,0.00259759400923107,554
"Uterine Diseases",0.748820502967422,0.422114380374182,2.1394106352784,0.000337706138171055,569
"Hepatitis",0.893684282397924,0.423660201299166,3.05616243301703,4.90619672779206e-28,3030
"Anuria",0.606013986013986,0.425816598460995,2.16362732095491,0.0161273564931998,263
"Lymphoma, T-Cell",0.348871860366113,0.429617270624016,2.97763557623942,0.0104026917952929,106
"Hypertrophy, Left Ventricular",1.28346949927363,0.433347020862926,2.42216829745597,5.35339387379374e-05,457
"Flushing",0.352955426356589,0.438420540552621,2.08984375,0.192506405857777,113
"Hypertension, Portal",0.352955426356589,0.438420540552621,2.08984375,0.192506405857777,116
"Intracranial Hemorrhages",1.20241651348039,0.443852746497905,2.31390257879656,9.5286360883816e-07,771
"Paralysis",1.20686514214488,0.444968405102265,2.95246179966044,4.66932860451099e-12,775
"Erythema",0.790726220596708,0.445028635320511,2.97717391304348,1.32431013721167e-11,738
"Urticaria",0.615384615384615,0.445111516725591,1.4197707151891,0.451452250607499,289
"Neurogenic Inflammation",0.493312960971837,0.451197791554775,1.72771353972398,0.296848038113199,154
"Sleep Disorders",1.22079578615082,0.452007105546668,3.48075290944392,8.0533902813828e-16,668
"Mitochondrial Diseases",0.842762410504346,0.459688498201695,2.15557928597796,3.76765087000189e-07,1130
"Mammary Neoplasms, Animal",1.10529929374914,0.460282259597626,2.18945961447181,1.24304024352254e-12,2820
"Birth Weight",1.1826110518383,0.461237960567649,2.48845799089213,5.97995034448453e-09,902
"Infertility, Male",1.08072289156626,0.461697104599656,2.255418261345,3.13701699684991e-15,6615
"Hearing Loss, Sensorineural",1.22230298595834,0.462800505483515,3.30448578998073,1.52199954157565e-13,636
"Renal Insufficiency, Chronic",0.365796519410977,0.46598859166297,0,0.212401047103236,102
"Bronchial Diseases",6.10833333333333,0.471239562487263,0,0.999999999999148,9
"Cluster Headache",6.10833333333333,0.471239562487263,0,0.999999999999148,9
"Coffin-Siris syndrome",6.10833333333333,0.471239562487263,0,0.999999999999148,6
"Fibromatosis, Aggressive",6.10833333333333,0.471239562487263,0,0.999999999999148,7
"Multiple Chemical Sensitivity",6.10833333333333,0.471239562487263,0,0.999999999999148,6
"Rhinitis, Allergic, Seasonal",6.10833333333333,0.471239562487263,0,0.999999999999148,15
"Signs and Symptoms, Respiratory",6.10833333333333,0.471239562487263,6.82371134020619,0.420040808130771,12
"Temporomandibular Joint Disorders",6.10833333333333,0.471239562487263,0,0.999999999999148,9
"Diabetic Angiopathies",0.370285682023487,0.475578957735674,0.413659793814433,0.565768982718048,114
"Glomerulonephritis, Membranous",0.370285682023487,0.475578957735674,1.73125102745356,0.454311893577539,116
"Chest Pain",1.23729151476486,0.479533615922824,2.42160530022713,1.28381148306124e-05,536
"Miosis",2.44529002320186,0.480405645401639,2.73240310077519,0.398622725519392,31
"Vascular Diseases",1.09562726013349,0.481913969892819,2.37372839692924,2.60804825810713e-16,3262
"Vasculitis, Leukocytoclastic, Cutaneous",1.20653298248798,0.483229287549752,2.9117732395938,1.48720698550216e-10,693
"Leukopenia",1.12958504909724,0.483288769290427,2.70880695858456,2.69553294070085e-16,1638
"Arteriosclerosis",1.16996483396701,0.48517618164377,2.66895418519234,4.86700516159569e-11,941
"Oliguria",0.587126781695424,0.488342015257287,2.08134934652066,0.0550745594766308,224
"Urinary Incontinence",1.67653351214995,0.49208227497791,2.90633618946052,0.0233903581627105,107
"Emphysema",0.72127207690588,0.493385462085149,3.07782997873498,1.79097221256198e-07,378
"Cholestasis",1.08752656481816,0.494675737109599,2.35222739361702,1.05464516557613e-16,3829
"Metabolic Diseases",0.379600694444444,0.495389229946199,1.77648844661832,0.426281316657535,106
"Asthenia",0.518849029289865,0.50161576440679,1.49956597222222,0.541437710513909,155
"Vertigo",0.518849029289865,0.50161576440679,2.82767942583732,0.00476323348305637,168
"Consciousness Disorders",1.32132958343523,0.502458524133952,3.92861631268066,1.01650640618843e-10,311
"Osteoporosis",0.704809106257829,0.503981988759768,2.24768658652599,0.00294171609811182,334
"Ascites",0.797730126533372,0.506355555735926,2.24134500596896,4.16591124019881e-05,644
"Gastrointestinal Diseases",1.13038669202352,0.506654437559691,2.71334865378614,2.6830076845615e-15,1511
"Enuresis",2.35106193110833,0.510090959058164,4.10922279792746,0.0532740887961615,39
"Respiratory Tract Diseases",1.21207989854153,0.514679518015059,2.98148938647212,6.82173392815227e-10,647
"Carcinoma, Squamous Cell",1.09798503417892,0.519243100449891,2.28775957295813,2.07576028588665e-13,2609
"Motor Neuron Disease",0.527953192777161,0.519585797617057,1.85336250088208,0.228095379558288,139
"Hyperalgesia",1.11136215684645,0.520181826573351,2.94298776420362,1.63346094183823e-21,1964
"Blindness",0.686027825939866,0.520853552267226,2.84995112414467,5.1385460324314e-05,288
"Neuralgia",0.734035121919522,0.523899082458121,2.403688164699,0.00038765993537277,380
"Lung Diseases, Interstitial",0.394480519480519,0.526752314398863,3.39960179927734,0.00355631923501507,99
"Colorectal Neoplasms",0.838414612645016,0.527719680935801,1.98187270001363,0.000136403338850685,881
"Acidosis, Lactic",0.655906255906256,0.530068142277061,2.34968304635166,0.00721855051604255,231
"Subarachnoid Hemorrhage",1.3919120785318,0.530912977295793,2.54008818342152,0.00492173899868464,193
"Diabetes Mellitus, Experimental",0.755169507055159,0.534846405162588,2.78923871547272,2.24308951239925e-06,421
"Adenocarcinoma of lung",0.399701510721248,0.537666556419546,0,0.24402138580665,94
"Bone Diseases, Developmental",2.26381369768841,0.539483726640864,2.52962005933582,0.452774675678655,34
"Medulloblastoma",1.38282598818719,0.541607811983445,2.02631578947368,0.0656870745265056,196
"Infertility",0.542219091813059,0.547690279474659,0.605897009966777,0.670540161194065,137
"Sensation Disorders",0.405061728395062,0.54881962814032,1.40215771168997,0.818968202678072,95
"Colorectal Neoplasms, Hereditary Nonpolyposis",5.08989197530864,0.549460596852059,0,0.999999999999997,7
"Galactorrhea",5.08989197530864,0.549460596852059,13.6826873385013,0.00315275511140586,10
"Leukemia, Myelomonocytic, Juvenile",5.08989197530864,0.549460596852059,0,0.999999999999997,8
"Muscular Dystrophies",5.08989197530864,0.549460596852059,0,0.999999999999997,8
"Myopia",5.08989197530864,0.549460596852059,5.68599656357388,0.495386004445247,14
"Radiation Injuries, Experimental",5.08989197530864,0.549460596852059,0,0.999999999999997,10
"Seizures, Febrile",5.08989197530864,0.549460596852059,13.6826873385013,0.00315275511140586,8
"Genital Diseases, Male",0.834796989994212,0.56146907149891,3.09503313013517,7.59992340293736e-13,699
"Pancreatic Diseases",0.623749601784008,0.56255419869088,1.69063859597375,0.266018620037426,185
