"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"CC"	"GO:0032838"	"plasma membrane bounded cell projection cytoplasm"	144	-0.358590542696624	-1.6759640468286	0.000590992459751376	0.0104302755262214	0.00818760351709885	2799	c("tags=31%", "list=19%", "signal=26%")	"Dnah9;Spag6l;Sybu;Ccdc65;Mapk8;Dnal1;Ap3m1;Arfgef2;Ap3b2;Arl6;Armc4;Arl13b;Map2k1;Prkar1a;Ap3s1;Wdr11;Cntf;Kifap3;Camk2a;Fmr1;Bsn;Uhmk1;Ambra1;Tmem67;Dnah5;Grik2;Ccdc39;Mak;Cys1;Htt;Gria2;Dcx;Abhd13;Rpgrip1l;Wls;Dynll1;Map2k4;Tubb4a;Cdkl5;Wdr78;Cfap54;Dync2h1;Mapk1;Grik3"
"BP"	"GO:1901379"	"regulation of potassium ion transmembrane transport"	75	-0.429817517452251	-1.80089259056134	0.000607373514465612	0.010674283474631	0.00837914594870347	1706	c("tags=31%", "list=12%", "signal=27%")	"Kcnrg;Wnk1;Klhl24;Kcnc1;Ank2;Atp1b2;Kcnc2;Akap7;Oprk1;Snx27;Dpp10;Prnp;Akap6;Kcnip4;Nedd4l;Vamp2;Cacna1d;Wnk3;Ptger3;Neto1;Ank3;Fhl1"
"MF"	"GO:0035254"	"glutamate receptor binding"	67	-0.445681034546989	-1.82651709432244	0.000609409279271959	0.010674283474631	0.00837914594870347	928	c("tags=25%", "list=6%", "signal=24%")	"Snx27;Shisa6;Dlg2;Prnp;Map1a;Fus;Rasgrf1;Homer2;Nedd4;Gsk3b;Grin2a;Dnm3;Lrrc7;Neto1;Shisa7;Grin2b"
"BP"	"GO:0003002"	"regionalization"	266	-0.300549689627712	-1.52317113711778	0.000611321677466683	0.010674283474631	0.00837914594870347	2822	c("tags=27%", "list=19%", "signal=22%")	"Acvr1;Tmem107;Epb41l5;Xrcc2;Prkacb;Gorab;Bmpr1a;Mtf2;Scmh1;Mapk8;Hhip;Ppp2r3a;Ift122;Tbc1d32;Smad3;Sufu;Intu;Arl13b;Bhlhe40;Gpc3;Eed;Bmi1;Zeb2;Rab23;Hes1;Smad4;Mib1;Aida;Lrp6;Yy1;Cobl;Nckap1;Smad2;Cyp26c1;Hipk1;Sfrp1;Gpr161;Wnt2;Foxd1;Reln;Bhlhe41;Rnf2;Tbx18;Frs2;Mef2c;Tbr1;Ets2;Mllt3;Ror2;Htt;Tra2b;Bhlhe22;Rpgrip1l;Wls;Dmrt2;Robo1;Prkdc;Acvr2a;Bptf;Pgap1;Pbx1;Bmpr2;Foxg1;Ep300;Kmt2a;Plxna2;Celsr2;Dync2h1;Ar;Fgf10"
"MF"	"GO:0099528"	"G protein-coupled neurotransmitter receptor activity"	26	-0.587702618627079	-1.95240177170856	0.000627251021812148	0.0108854276012524	0.00854489079306483	3185	c("tags=58%", "list=22%", "signal=45%")	"Chrm2;Oprm1;Chrm4;Grm1;Chrm5;Olfr1564;Gpr156;Htr2c;Htr5a;Chrm1;Htr1f;Htr4;Chrm3;Htr1a"
"MF"	"GO:0004712"	"protein serine/threonine/tyrosine kinase activity"	36	-0.530948246751734	-1.90821382731895	0.000627835385612443	0.0108854276012524	0.00854489079306483	2728	c("tags=47%", "list=19%", "signal=39%")	"Mapk8;Rps6ka2;Map2k1;Clk4;Prkaa2;Rps6kb1;Clk1;Dyrk3;Map2k5;Map2k6;Map2k4;Dyrk1a;Pak3;Dyrk2;Mapk1;Prkcg"
"BP"	"GO:0006790"	"sulfur compound metabolic process"	219	0.321172605898837	1.58380812462393	0.000630094908045524	0.0108862713235655	0.00854555310191382	4319	c("tags=40%", "list=29%", "signal=28%")	"Gpx1;Chac1;Gpx3;Enpp1;Acss1;Gstz1;Nubp1;Mical1;Mpst;Chst5;Mvd;Nudt7;Chpf;Suclg2;Suox;Hagh;Blmh;Chst2;Eif2ak3;Bgn;Gpam;Ehhadh;Xylt2;Far2;Chst8;Phgdh;Acot11;Egflam;Mical2;Papss2;Nubpl;Comt;Chst11;Pcyox1l;G6pdx;Chst3;Sult4a1;Acsl6;Cbs;Ggt7;Hsd17b4;Gstk1;Gnmt;Gcdh;Mvk;Nubp2;Nat8;Arsg;Gstt3;Mri1;Hscb;Dlat;Suclg1;Acat1;Idua;Sult2b1;Hmgn5;Gamt;Acaa2;Isca1;Hspa9;Acot1;Hmgcs2;Cdo1;Gstm1;Acot7;Dnmt1;Dgat1;Mthfd1;Btd;Mlycd;Nfs1;Park7;Spock2;Sulf2;Cps1;Narfl;Ndst2;Mtap;Gsr;Acot3;Fam96a;Ogdh;Stat5b;Iscu;Mpc2;Sqor"
"CC"	"GO:0033267"	"axon part"	417	-0.272464438582706	-1.44758293509787	0.000633195800482046	0.0109015948306769	0.00855758181586335	2061	c("tags=24%", "list=14%", "signal=21%")	"Rpl26;Epha4;Ptk2b;Ap3s1;Myoc;Rtn4;Nrg1;Ntsr1;Zfp804a;Rab5a;Ctnnd1;Usp9x;Kcnc1;Prkca;Gria4;Rac3;Fmr1;Bsn;Pafah1b1;Kcnq3;Setx;Cobl;Nfasc;Sptbn1;Gria1;Stmn2;Kcnq2;Tsc1;Flrt3;Cpeb1;Trpm7;Cntnap1;Fgf13;Spock1;Chrm1;Dpysl3;Trpc5;Cdh8;Grik2;Prph;Pcdh9;Kcnc2;Oprk1;Nos1;Nin;Ncam1;Lrig2;Snap91;Ptbp2;Dlg2;Nrcam;Tshz3;Map1a;Cacna1b;Gria2;Dcx;Aak1;Rasgrf1;Kcnma1;Nrxn1;Gria3;Slc9a6;Dynll1;Prss12;Sirt1;Tubb4a;Cdkl5;Pgr;Gabrb3;Robo1;Gsk3b;Grin2a;Scn8a;Kcna2;Cntn2;Cbl;Dgki;Atp1a3;Fkbp1a;Timp2;L1cam;Lrrc7;Gpm6a;Calb1;Tmod2;Map1b;Scn2a;Chrm3;Nav1;Ank3;Cntnap2;Dpysl2;Htr1a;Grik3;Pclo;Prkcg;Grin2b"
"BP"	"GO:0051346"	"negative regulation of hydrolase activity"	276	0.297131306572675	1.50667946723846	0.000647071511206102	0.0110701936609427	0.00868992926653163	2015	c("tags=21%", "list=14%", "signal=18%")	"Adcyap1;Papln;Ecm1;Ppp1r26;Serpina3n;Gpx1;Serpine1;Serpinf1;Pecam1;Cd109;Serpinb1b;Pcsk1n;Akt2;Rgs2;Pi15;Ppp1r37;Ptgs2;Nos3;Ltf;Sfrp2;Mcm2;Gnai2;Ppp1r35;Birc5;Adora2a;Mical1;Ubxn1;Serpina9;Cnn3;Pam16;Ppp1r1b;Dffa;Wfikkn2;Ngp;Pebp1;Dab2ip;Ppif;Neil1;Rps6ka1;Spry2;Vegfa;Ppp1r9b;Serpina3m;Spry1;Fzd10;Sh3rf2;Crb2;Rrp1b;Ppp1r15a;Serpinb8;Mmp9;Pbp2;Plaur;Bcl2l12;Tgfb2;Por;Akt1;Tmbim6"
"BP"	"GO:2000311"	"regulation of AMPA receptor activity"	26	-0.584660116651166	-1.94229430228452	0.000647484925741573	0.0110701936609427	0.00868992926653163	947	c("tags=46%", "list=6%", "signal=43%")	"Cacng5;Nlgn2;Reln;Shisa6;Mef2c;Nlgn1;Nrxn1;Nlgn3;Shisa9;Shisa7;Gsg1l"
"BP"	"GO:0046651"	"lymphocyte proliferation"	210	0.321398607186392	1.57676020407721	0.000666980539861896	0.0113462372587291	0.00890661918296065	3138	c("tags=34%", "list=21%", "signal=27%")	"H2-T23;Mif;Mapk8ip1;Psmb10;Slc4a1;Syk;Shb;Dhps;Ptprc;Irf1;Lrrc32;Rac2;Msn;Cd276;Inpp5d;Znhit1;Tcf3;Spta1;Ephb6;Igfbp2;Foxj1;Tgfbr2;Ceacam1;Gpam;Ticam1;Coro1a;Ccdc88b;H2-Ab1;Tnfsf9;Cd24a;Ctps;Chrnb2;Cd38;Dock8;Btla;Cxcr4;Zbtb7b;Plcl2;Ido1;Tgfb1;Ctnnb1;Zfp335;Impdh1;Sash3;Cd59b;Carmil2;Icosl;Selenok;Jak3;Clcf1;Pkn1;Ptpn6;Erbb2;Sh3rf1;Lgals3;Cd300a;Cxcl12;Cd81;Glmn;Mpl;Il20rb;Lyn;Mad1l1;Vav3;Prkcd;Malt1;Tnfrsf14;Tirap;Prdm1;Mzb1;Pde5a"
"MF"	"GO:0004867"	"serine-type endopeptidase inhibitor activity"	46	0.495018038552748	1.87171756353188	0.000668238993710692	0.0113462372587291	0.00890661918296065	1775	c("tags=28%", "list=12%", "signal=25%")	"Papln;Serpina3n;Serpine1;Serpinf1;Cd109;Serpinb1b;Pcsk1n;Serpina9;Wfikkn2;Pebp1;Serpina3m;Serpinb8;Pbp2"
"BP"	"GO:0007612"	"learning"	152	-0.347158931507657	-1.63501554747363	0.000693622750826227	0.0117367643473139	0.00921317685307978	2207	c("tags=29%", "list=15%", "signal=25%")	"Gmfb;Ddhd2;Meis2;Syngap1;Abl2;Kras;Slc7a11;Ntsr1;Uba6;Creb1;Tnr;Slc8a2;Fgf13;Reln;Oprk1;Tbr1;Braf;Atp8a1;Map1a;Htt;Cacna1c;Atxn1;Nrxn1;Tac1;Nf1;Synj1;Pias1;Nlgn3;Grin2a;Cntn2;Mecp2;Dgki;Atp1a3;Neto1;Gabra5;Kmt2a;Adgrb3;Foxp2;Grm5;Cntnap2;Pak7;Cacna1e;Grin2b"
"BP"	"GO:0032943"	"mononuclear cell proliferation"	212	0.319160298914573	1.56753544426444	0.000707658436861142	0.0119122491500063	0.00935092968464306	3138	c("tags=33%", "list=21%", "signal=27%")	"H2-T23;Mif;Mapk8ip1;Psmb10;Slc4a1;Syk;Shb;Dhps;Ptprc;Irf1;Lrrc32;Rac2;Msn;Cd276;Inpp5d;Znhit1;Tcf3;Spta1;Ephb6;Igfbp2;Foxj1;Tgfbr2;Ceacam1;Gpam;Ticam1;Coro1a;Ccdc88b;H2-Ab1;Tnfsf9;Cd24a;Ctps;Chrnb2;Cd38;Dock8;Btla;Cxcr4;Zbtb7b;Plcl2;Ido1;Tgfb1;Ctnnb1;Zfp335;Impdh1;Sash3;Cd59b;Carmil2;Icosl;Selenok;Jak3;Clcf1;Pkn1;Ptpn6;Erbb2;Sh3rf1;Lgals3;Cd300a;Cxcl12;Cd81;Glmn;Mpl;Il20rb;Lyn;Mad1l1;Vav3;Prkcd;Malt1;Tnfrsf14;Tirap;Prdm1;Mzb1;Pde5a"
"BP"	"GO:0032411"	"positive regulation of transporter activity"	98	-0.391553065095193	-1.72309588374515	0.000708832047309476	0.0119122491500063	0.00935092968464306	2725	c("tags=28%", "list=19%", "signal=23%")	"Cacng3;Sumo1;Akap9;Ctss;Slc9a1;Ntsr1;Wnk1;Kcnc1;Ank2;Atp1b2;Trpc6;Kcnc2;Reln;Akap7;Fgf14;Akap6;Htt;Nedd4l;Dmd;Nlgn3;Cacna2d1;Wnk3;Kmt2a;Cacnb2;Ryr2;Ank3"
"CC"	"GO:0097470"	"ribbon synapse"	23	-0.612610557084836	-1.97182726243926	0.000731038684130369	0.0122282203794843	0.00959896216885425	1815	c("tags=35%", "list=12%", "signal=31%")	"Nlgn2;Bsn;Cltc;Cacna1d;Sh3gl2;Cacnb2;Pclo"
"BP"	"GO:0099172"	"presynapse organization"	50	-0.474898085561833	-1.83191679345405	0.000733511277735895	0.0122282203794843	0.00959896216885425	2154	c("tags=40%", "list=15%", "signal=34%")	"Cntn5;Il1rap;Mdga2;Nlgn2;Grid2;Il1rapl2;Farp1;Lrfn5;Snap91;Nlgn1;Sdcbp;Gpc4;Ptprd;Nrxn1;Il1rapl1;Nlgn3;Slitrk1;Slitrk3;Ntrk3"
"BP"	"GO:0006417"	"regulation of translation"	286	-0.29302966366629	-1.49682791076219	0.000735083922081104	0.0122282203794843	0.00959896216885425	2947	c("tags=28%", "list=20%", "signal=23%")	"Patl1;Ptcd3;Ago1;Fastkd3;Syncrip;Malsu1;Mapk3;Fxr1;Fastkd2;Dnajc1;Trmt10c;Cnot7;Larp4;Larp4b;Impact;Dhx36;Ythdf2;Ago3;Rpl26;Otud6b;Ptk2b;Nanos2;Gemin5;Tia1;Ltn1;Cnot9;Eif2ak1;Caprin1;Rbm4;Per1;Tob1;Tpr;Foxo3;Eif4g2;Rps6kb1;Prkca;Pum1;Fmr1;Cpeb4;Eif4g3;Uhmk1;Gapdh;Cnot1;Nanos1;Ogfod1;Tsc1;Hbb-bs;Ythdf3;Cpeb1;Rpl38;Eif4ebp2;Tnrc6a;Trim71;Dapk1;Mettl16;Bank1;Ythdf1;Cpeb3;Hnrnpd;Lsm14a;Enc1;Polr2d;Ireb2;Cnot6;Pum2;Igfbp5;Zfp706;Xrn1;Cnot6l;Tnrc6b;Elavl1;Rc3h1;Khdrbs1;Ago2;Dhx9;Padi6;Ep300;Grm5;Mapk1;Cpeb2"
"BP"	"GO:0007600"	"sensory perception"	339	-0.284558807032287	-1.48031819761702	0.000737856118056979	0.0122330085027359	0.00960272077088509	2145	c("tags=24%", "list=15%", "signal=21%")	"Usp53;Scn9a;Ppef2;Vip;Ctss;Gabrb2;Cntn5;Bace1;Slc9a1;Slc12a2;Scn3a;Rtn4;Marveld2;Ntsr1;Nlgn2;Grm8;Otof;Glrb;Mme;Cemip;Grm3;Impg2;Lrig1;Olfr691;Htr2c;Ptges3;Ccdc50;Crybb3;Ubr3;Rtp4;Pdcl;Diaph1;Rpl38;Nav2;Oprl1;Rorb;Fzd4;Alms1;Myo5a;Nipbl;Oprk1;Nos1;Cpeb3;Tbx18;P2ry1;Ncam1;Prcd;Npy2r;Ripor2;Sobp;Lrig2;Dlg2;Alg10b;Slc4a7;Tshz3;Map1a;Cacna1b;Tub;Homer2;Kcnma1;Tac1;Cacna1d;Fbxo11;Gabrb3;Grin2a;Scn8a;Adra2a;Kcna2;Mecp2;Syt10;Pgap1;Nov;Gabra5;Srrm4;Crym;Cacnb2;Mapk1;Npy1r;Slc24a4;Cacna1e;Grin2b;Chrna4"
"BP"	"GO:0046390"	"ribose phosphate biosynthetic process"	198	0.327440219645331	1.59358265700523	0.000746327284154293	0.0122911107220694	0.00964833010634031	3165	c("tags=32%", "list=22%", "signal=25%")	"Adssl1;Mif;Chchd10;Nppc;Adcy3;Nme2;Eif6;Acss1;mt-Atp6;mt-Atp8;Atp5a1;Pfkm;Atp5g3;Hkdc1;mt-Co2;Ampd2;Aldoc;Atp5b;Esrrb;Eno4;Uck2;Pgam1;Tkt;Atp5g2;Pygl;Hk3;Ctps;Pgk1;Papss2;Atp5d;Sirt6;Aprt;Adsl;Entpd1;G6pdx;Taz;Cyc1;Gucy2e;Acsl6;Adcy5;Tgfb1;Atic;Galk1;Impdh1;Gart;Gcdh;Ndufc2;Pkm;Hk1;Ldhd;Dlat;Adcy4;Myc;Bcl2l1;Eno3;Hdac4;Coasy;Nipsnap2;Jmjd8;Gale;Actn3;Acat1;Aldoa"
"BP"	"GO:0034440"	"lipid oxidation"	86	0.410884829801944	1.75864792303619	0.000749462556456226	0.0122911107220694	0.00964833010634031	3965	c("tags=48%", "list=27%", "signal=35%")	"Hao1;Acaa1b;Akt2;Sesn2;Pla2g7;Hacl1;Ehhadh;Cd36;Acaa1a;Cpt1a;Phyh;Decr1;Nucb2;Cpt2;Por;Akt1;Eci2;Hibch;Hsd17b4;Gcdh;Acadvl;Acadl;Etfa;Adipor1;Ppard;Plin5;Acad11;Lonp2;Acat1;Acaa2;Acadm;Eci1;Ivd;Dgat1;Hadha;Crot;Mlycd;Tysnd1;Auh;Hadh;Apod"
"CC"	"GO:0032809"	"neuronal cell body membrane"	30	-0.558621490518653	-1.92141358705707	0.000749974663018141	0.0122911107220694	0.00964833010634031	2008	c("tags=47%", "list=14%", "signal=40%")	"Atp2b2;Amigo1;Atp2b1;Kcnc1;Il6ra;Kcnc2;Kcnj6;Insr;Kcnb2;Kcna2;Cadm2;Gabra5;Slc4a8"
"BP"	"GO:1904646"	"cellular response to amyloid-beta"	23	-0.611506140861453	-1.96827244609931	0.000751345314245101	0.0122911107220694	0.00964833010634031	2166	c("tags=39%", "list=15%", "signal=33%")	"Epha4;Lrp1;Prnp;Cacna2d1;Gsk3b;Atp1a3;Igf1r;Grm5"
"MF"	"GO:0034212"	"peptide N-acetyltransferase activity"	71	-0.434186001822388	-1.79867071733321	0.000772090944185952	0.0125823947744517	0.00987698354179027	3563	c("tags=43%", "list=24%", "signal=33%")	"Mettl8;Ak6;Naa60;Epc1;Naa16;Ing3;Naa30;Atat1;Kansl1;Kansl2;Taf9b;Naa35;Rsf1;Kansl1l;Clock;Kat6a;Phf20;Gtf3c4;Tada2b;Atf2;Esco1;Naa15;Hcfc1;Naa50;Epc2;Mgea5;Ogt;Ncoa1;Crebbp;Ep300"
"MF"	"GO:0003713"	"transcription coactivator activity"	228	-0.310584384554886	-1.54491343713756	0.000774261904276778	0.0125823947744517	0.00987698354179027	2997	c("tags=29%", "list=20%", "signal=24%")	"Taf11;Prrx1;Kdm1a;Med20;Rbm39;Sall1;Ddx17;Hif3a;Pprc1;Bcl9l;Sp4;Med1;Snw1;Birc2;Trip4;Zcchc12;Cbfb;Med21;Jmjd6;Ppara;Nup98;Kdm5a;Mms19;Nrip1;Kat6a;Mysm1;Dcaf6;Myt1l;Tada2b;Mef2a;Med6;Nrbf2;Med13;Med12l;Lpin2;Ube3a;Hcfc1;Apex1;Nsd3;Arid5b;Mak;Ncoa2;Sertad2;Fhl5;Sub1;Nr1d2;Jmy;Smarca2;Atn1;Asxl1;Bcl9;Kmt2c;Ncoa1;Crebbp;Ppargc1a;Zbtb18;Dhx9;Med14;Ep300;Nr1d1;Kmt2d;Mkl2;Trrap;Rere;Sox11;Ncoa6"
"BP"	"GO:0010466"	"negative regulation of peptidase activity"	141	0.349671350443454	1.62175284122703	0.000787091696182605	0.0127488141842209	0.0100076201813799	2829	c("tags=30%", "list=19%", "signal=24%")	"Papln;Ecm1;Serpina3n;Gpx1;Serpine1;Serpinf1;Cd109;Serpinb1b;Pcsk1n;Akt2;Pi15;Ptgs2;Ltf;Sfrp2;Birc5;Adora2a;Mical1;Ubxn1;Serpina9;Wfikkn2;Ngp;Pebp1;Rps6ka1;Vegfa;Serpina3m;Crb2;Serpinb8;Mmp9;Pbp2;Plaur;Bcl2l12;Por;Akt1;Aqp1;Gas6;Serpinb1a;Nol3;Hspa1b;Rnf34;Sh3rf1;Cast;Itih3"
"MF"	"GO:0015078"	"proton transmembrane transporter activity"	99	0.387791457454731	1.69999314890952	0.000810372771474878	0.013082870579483	0.0102698492385013	2057	c("tags=25%", "list=14%", "signal=22%")	"Atp6v0c;Cox6a1;Atp2a3;Slc32a1;Slc9a5;mt-Atp6;mt-Atp8;Atp5a1;Atp5g3;Cox7a1;mt-Co3;mt-Co2;Atp5b;Atp4a;Slc46a1;AA467197;mt-Co1;Atp5g2;Cox6a2;Slc2a8;Atp5d;Slc15a3;Cox10;Cox4i2;Cox4i1"
"BP"	"GO:0019827"	"stem cell population maintenance"	133	-0.356333471349825	-1.64582683408498	0.000834469704679136	0.0134278719798695	0.0105406699538417	2754	c("tags=30%", "list=19%", "signal=25%")	"Rtf1;Kdm4c;Bmpr1a;Mtf2;Mapk8;Gnl3;Bcl9l;Jmjd1c;Klf10;Med21;Nanos2;Tead3;Tet1;Foxo3;Pcm1;Hes1;Mcph1;Kat6a;Cnot1;Med6;Hook3;Lig4;Sfrp1;Stag2;Nipbl;Tead1;Cdh2;Braf;Arid1a;Kdm3a;Ldb2;Zfp706;Cdc73;Elavl1;Bcl9;Crebbp;Ddx6;Med14;Fgf10"
"BP"	"GO:0032964"	"collagen biosynthetic process"	45	0.494739142117001	1.86152865878743	0.000845109176313359	0.0135547804044527	0.010640291086654	1204	c("tags=29%", "list=8%", "signal=27%")	"Creb3l1;Serpine1;Ltbp1;Emilin1;Nppc;Pdgfb;Eng;Rcn3;Col1a1;Rgcc;Adora2b;Vim;P3h4"
"BP"	"GO:0048588"	"developmental cell growth"	235	-0.3071499627476	-1.53381087763955	0.000853884156382784	0.0136510570974962	0.0107158667882351	2916	c("tags=31%", "list=20%", "signal=25%")	"Sorbs2;Flrt1;Disc1;Map2;Picalm;Sema6c;Ctdp1;Hnrnpk;Fstl4;Sema5b;Adra1a;Impact;Rab21;Adnp;Gdf9;Rab11a;Slit3;Ppara;Foxp1;Sema6a;Ulk1;Rtn4;Nrg1;Cntf;Usp9x;Zeb2;Eif4g2;Fubp1;Cpne6;Epha7;Map3k13;Pafah1b1;Sema4f;Cobl;Sema4g;Tnr;Bcl11a;Flrt3;Fgf13;Trpc5;Plxna3;Ulk2;Nin;Dclk1;Akap6;Dcx;Plxna1;Slc9a6;Nedd4l;Map2k4;Syt17;Sirt1;Cdkl5;Efna5;Nlgn3;Gsk3b;Sh3gl2;Plxna4;Mecp2;Cyfip2;Bmpr2;L1cam;Ep300;Map1b;Kmt2d;Raph1;Syt1;Wasf1;Syt4;Dpysl2;Agtr2;Ntrk3"
"BP"	"GO:0070661"	"leukocyte proliferation"	222	0.31309732817648	1.54698603983691	0.000863439235463804	0.013759141732763	0.0108007115401911	3138	c("tags=33%", "list=21%", "signal=26%")	"H2-T23;Mif;Mapk8ip1;Psmb10;Slc4a1;Syk;Shb;Dhps;Ptprc;Irf1;Lrrc32;Rac2;Msn;Flt3l;Cd276;Inpp5d;Znhit1;Tcf3;Spta1;Ephb6;Igfbp2;Foxj1;Tgfbr2;Ceacam1;Gpam;Ticam1;Coro1a;Ccdc88b;H2-Ab1;Tnfsf9;Cd24a;Ctps;Chrnb2;Cd38;Clu;Dock8;Btla;Cxcr4;Zbtb7b;Plcl2;Ido1;Tgfb1;Ctnnb1;Zfp335;Impdh1;Sash3;Cd59b;Carmil2;Icosl;Selenok;Jak3;Clcf1;Pkn1;Ptpn6;Erbb2;Sh3rf1;Lgals3;Cd300a;Cxcl12;Cd81;Glmn;Mpl;Il20rb;Lyn;Mad1l1;Vav3;Prkcd;Malt1;Tnfrsf14;Tirap;Prdm1;Mzb1;Pde5a"
"BP"	"GO:0042129"	"regulation of T cell proliferation"	119	0.368325055104681	1.66443992678772	0.000868209712109552	0.0137905310400885	0.0108253516565918	3138	c("tags=35%", "list=21%", "signal=28%")	"H2-T23;Mapk8ip1;Slc4a1;Syk;Dhps;Ptprc;Irf1;Lrrc32;Rac2;Cd276;Znhit1;Spta1;Igfbp2;Foxj1;Tgfbr2;Ceacam1;Gpam;Coro1a;Ccdc88b;H2-Ab1;Tnfsf9;Cd24a;Btla;Zbtb7b;Ido1;Tgfb1;Ctnnb1;Sash3;Cd59b;Carmil2;Icosl;Selenok;Jak3;Ptpn6;Erbb2;Sh3rf1;Lgals3;Glmn;Il20rb;Mad1l1;Tnfrsf14;Pde5a"
"BP"	"GO:0048286"	"lung alveolus development"	48	-0.48005834147701	-1.83653102520661	0.000874997456402743	0.013853657476936	0.0108749049243895	2907	c("tags=40%", "list=20%", "signal=32%")	"Phf14;Atp7a;Errfi1;Slc7a11;Tmtc3;Ptges3;Creb1;Man1a2;Zfp157;Atxn1;Rc3h2;Igfbp5;Pgr;Asxl1;Man2a1;Bmpr2;Foxp2;Fgf10"
"MF"	"GO:0051018"	"protein kinase A binding"	47	-0.482572707824853	-1.83744160658547	0.000896641669383763	0.0141508448078386	0.0111081923413535	2897	c("tags=45%", "list=20%", "signal=36%")	"Prkacb;Arfgef2;Akap5;Akap9;Prkar1a;Akain1;Dact1;Pja2;Gria1;Akap10;Akap7;Akap6;Arfgef1;Pkia;Gsk3b;Akap11;Nbea;Ryr2;Wasf1;Sphkap"
"CC"	"GO:0098552"	"side of membrane"	381	0.274125988090703	1.43851463368559	0.000917073170731707	0.0144270552481883	0.011325013226591	2977	c("tags=27%", "list=20%", "signal=22%")	"Nptx2;H2-D1;Stac2;Csf2ra;Ermap;Ank1;Crlf2;Pecam1;Il11ra1;Gfra1;S1pr1;Rgs2;Jup;Esyt1;Ptprc;Cd79b;Traf3;Gramd1a;Hyal2;Ezr;Msn;Apoe;Eng;Th;Flt3l;Gnai2;Map3k5;Cd276;Ccr1;Epn1;Npcd;Spta1;Gna15;Car4;Fermt2;Gngt2;Tgfbr2;Matk;Ece1;Ceacam1;Kcnip1;Ryr1;Prmt8;Itga2b;Ppp1r9b;Litaf;H2-Ab1;Gng8;Cd36;Anxa5;Sppl2b;Mill2;Cd24a;Gnb2;Dtna;Chrnb2;Itgb3;Icam1;Cdk16;G6pdx;Btla;Cxcr4;Ldlrap1;Nucb1;Cd248;Mfge8;Il2rg;Cd48;Sema7a;Map2k2;Shank3;Ccrl2;Clptm1;Snx9;Gng7;Gng11;Rnf31;Fes;Ssc4d;Cd59b;Ptpn3;Icosl;Fgfr3;Itga5;Epb41;Kdr;Ly6g6d;Gypa;Rtn4rl2;Gng10;Gna12;Gnaz;Hck;H2-K1;Lgals3;Lck;Cxcl12;Chrna7;Glra1;Mcam;Lyn;Clec14a;Itga6"
"BP"	"GO:0007389"	"pattern specification process"	342	-0.280728392187577	-1.46154493345841	0.000923209486490368	0.0144773360238171	0.0113644828507966	2822	c("tags=25%", "list=19%", "signal=21%")	"Acvr1;Tmem107;Epb41l5;Xrcc2;Prkacb;Gorab;Bmpr1a;Mtf2;Scmh1;Mapk8;Hhip;Satb2;Ppp2r3a;Ccdc103;Ift122;Tbc1d32;Smad3;Sufu;Armc4;Intu;Arl13b;Bhlhe40;Gpc3;Eed;Syngap1;C2cd3;Mdga2;Fst;Bmi1;Dyx1c1;Zeb2;Rab23;Hes1;Smad4;Mib1;Aida;Lrp6;Kdm2a;Yy1;Cobl;Nckap1;Smad2;Tmem67;Cyp26c1;Hipk1;Dnah5;Sfrp1;Gpr161;Wnt2;Foxd1;Reln;Ccdc39;Bhlhe41;Rnf2;Nrg3;Tbx18;Frs2;Mef2c;Tbr1;Ets2;Mllt3;Ror2;Htt;Tra2b;Bhlhe22;Rpgrip1l;Wls;Dmrt2;Stc1;Robo1;Prkdc;Acvr2a;Erbb4;Bptf;Pgap1;Pbx1;Bmpr2;Foxg1;Ep300;Kmt2a;Plxna2;Rfx3;Celsr2;Dync2h1;Ar;Fgf10"
"BP"	"GO:0061844"	"antimicrobial humoral immune response mediated by antimicrobial peptide"	25	0.592696210762618	1.93869655292527	0.000927955142253549	0.0145055591125602	0.011386637535021	2062	c("tags=44%", "list=14%", "signal=38%")	"Camp;Ltf;Elane;Hist1h2bf;Hist1h2be;S100a9;Ppbp;Fam3a;Pf4;Pglyrp1;Romo1"
"BP"	"GO:0097479"	"synaptic vesicle localization"	180	-0.328968546926789	-1.5870220023983	0.000935682030836825	0.0145800579741789	0.0114451179787902	2474	c("tags=29%", "list=17%", "signal=24%")	"Ap3m1;Napb;Chrna5;Ap3b2;Adra1a;Lin7a;Pcdh17;Ap3s1;Bace1;Nrxn3;Dnm1l;Nlgn2;Grm8;Otof;Rab5a;Prkca;Camk2a;Fmr1;Fbxl20;Prepl;Syn2;Stxbp5l;Cdh2;P2ry1;Snap91;Braf;Nlgn1;Bloc1s1;Stxbp5;Nrxn1;Synj1;Vamp2;Syt17;Nlgn3;Gsk3b;Adra2a;Grin3a;Dgki;Syt10;Syn3;Dnm3;Prkce;Syn1;Glra3;Syt1;Syt4;Dpysl2;Htr1a;Pclo;Prkcg;Chrna4"
